Country Name,Series Name,Year,Value
Jamaica,"Manufacturing, value added (% of GDP)",2022,8.504472497
Jamaica,"Industry (including construction), value added (% of GDP)",2022,19.92208154
Japan,"Services, value added (% of GDP)",2022,71.38850987
Japan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.017598217
Japan,"Manufacturing, value added (% of GDP)",2022,19.22741791
Japan,"Industry (including construction), value added (% of GDP)",2022,26.91643406
Jordan,"Services, value added (% of GDP)",2022,60.35968445
Jordan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,4.812944824
Jordan,"Manufacturing, value added (% of GDP)",2022,17.1611156
Jordan,"Industry (including construction), value added (% of GDP)",2022,23.9482807
Kazakhstan,"Services, value added (% of GDP)",2022,52.64391866
Kazakhstan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,5.247144807
Kazakhstan,"Manufacturing, value added (% of GDP)",2022,13.42429667
Kazakhstan,"Industry (including construction), value added (% of GDP)",2022,34.97939742
Kenya,"Services, value added (% of GDP)",2022,55.05813736
Kenya,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,21.16571691
Kenya,"Manufacturing, value added (% of GDP)",2022,7.826618713
Kenya,"Industry (including construction), value added (% of GDP)",2022,17.65622358
Kiribati,"Services, value added (% of GDP)",2022,
Kiribati,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Kiribati,"Manufacturing, value added (% of GDP)",2022,
Kiribati,"Industry (including construction), value added (% of GDP)",2022,
"Korea, Dem. People's Rep.","Services, value added (% of GDP)",2022,
"Korea, Dem. People's Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2022,
"Korea, Dem. People's Rep.","Manufacturing, value added (% of GDP)",2022,
"Korea, Dem. People's Rep.","Industry (including construction), value added (% of GDP)",2022,
"Korea, Rep.","Services, value added (% of GDP)",2022,58.03401549
"Korea, Rep.","Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.641647168
"Korea, Rep.","Manufacturing, value added (% of GDP)",2022,25.63196364
"Korea, Rep.","Industry (including construction), value added (% of GDP)",2022,31.72630126
Kosovo,"Services, value added (% of GDP)",2022,45.68235963
Kosovo,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,7.392605461
Kosovo,"Manufacturing, value added (% of GDP)",2022,12.78139493
Kosovo,"Industry (including construction), value added (% of GDP)",2022,27.24418139
Kuwait,"Services, value added (% of GDP)",2022,43.61529773
Kuwait,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,0.403984988
Kuwait,"Manufacturing, value added (% of GDP)",2022,6.87467
Kuwait,"Industry (including construction), value added (% of GDP)",2022,66.96232966
Kyrgyz Republic,"Services, value added (% of GDP)",2022,51.01554297
Kyrgyz Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,10.99680567
Kyrgyz Republic,"Manufacturing, value added (% of GDP)",2022,13.64306017
Kyrgyz Republic,"Industry (including construction), value added (% of GDP)",2022,24.1941422
Lao PDR,"Services, value added (% of GDP)",2022,40.27876516
Lao PDR,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,14.86888223
Lao PDR,"Manufacturing, value added (% of GDP)",2022,8.805813095
Lao PDR,"Industry (including construction), value added (% of GDP)",2022,34.10897973
Latvia,"Services, value added (% of GDP)",2022,61.67974694
Latvia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,5.008127012
Latvia,"Manufacturing, value added (% of GDP)",2022,13.14698175
Latvia,"Industry (including construction), value added (% of GDP)",2022,21.45003618
Lebanon,"Services, value added (% of GDP)",2022,88.62207374
Lebanon,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.189573263
Lebanon,"Manufacturing, value added (% of GDP)",2022,
Lebanon,"Industry (including construction), value added (% of GDP)",2022,2.3907621
Lesotho,"Services, value added (% of GDP)",2022,55.31710265
Lesotho,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,6.094539065
Lesotho,"Manufacturing, value added (% of GDP)",2022,15.3782089
Lesotho,"Industry (including construction), value added (% of GDP)",2022,29.99004414
Liberia,"Services, value added (% of GDP)",2022,37.34268805
Liberia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,36.20304635
Liberia,"Manufacturing, value added (% of GDP)",2022,
Liberia,"Industry (including construction), value added (% of GDP)",2022,20.68854727
Libya,"Services, value added (% of GDP)",2022,34.84382853
Libya,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.303787036
Libya,"Manufacturing, value added (% of GDP)",2022,
Libya,"Industry (including construction), value added (% of GDP)",2022,92.76387001
Liechtenstein,"Services, value added (% of GDP)",2022,
Liechtenstein,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Liechtenstein,"Manufacturing, value added (% of GDP)",2022,
Liechtenstein,"Industry (including construction), value added (% of GDP)",2022,
Lithuania,"Services, value added (% of GDP)",2022,61.20804216
Lithuania,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,3.972121226
Lithuania,"Manufacturing, value added (% of GDP)",2022,16.28273261
Lithuania,"Industry (including construction), value added (% of GDP)",2022,25.72457569
Luxembourg,"Services, value added (% of GDP)",2022,80.38341008
Luxembourg,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,0.24134066
Luxembourg,"Manufacturing, value added (% of GDP)",2022,3.827698023
Luxembourg,"Industry (including construction), value added (% of GDP)",2022,10.39672252
"Macao SAR, China","Services, value added (% of GDP)",2022,90.11671811
"Macao SAR, China","Agriculture, forestry, and fishing, value added (% of GDP)",2022,
"Macao SAR, China","Manufacturing, value added (% of GDP)",2022,0.95786897
"Macao SAR, China","Industry (including construction), value added (% of GDP)",2022,9.454014687
Madagascar,"Services, value added (% of GDP)",2022,47.08082146
Madagascar,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,21.8882965
Madagascar,"Manufacturing, value added (% of GDP)",2022,
Madagascar,"Industry (including construction), value added (% of GDP)",2022,21.74005705
Malawi,"Services, value added (% of GDP)",2022,55.05952152
Malawi,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,21.82044704
Malawi,"Manufacturing, value added (% of GDP)",2022,
Malawi,"Industry (including construction), value added (% of GDP)",2022,18.39560437
Malaysia,"Services, value added (% of GDP)",2022,50.93388594
Malaysia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,8.920776422
Malaysia,"Manufacturing, value added (% of GDP)",2022,23.39354336
Malaysia,"Industry (including construction), value added (% of GDP)",2022,39.09515488
Maldives,"Services, value added (% of GDP)",2022,73.34672825
Maldives,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,4.923552807
Maldives,"Manufacturing, value added (% of GDP)",2022,2.001907532
Maldives,"Industry (including construction), value added (% of GDP)",2022,10.26555696
Mali,"Services, value added (% of GDP)",2022,36.16745285
Mali,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,35.8276261
Mali,"Manufacturing, value added (% of GDP)",2022,6.555857366
Mali,"Industry (including construction), value added (% of GDP)",2022,20.15634006
Malta,"Services, value added (% of GDP)",2022,79.27148631
Malta,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,0.815137957
Malta,"Manufacturing, value added (% of GDP)",2022,6.958105778
Malta,"Industry (including construction), value added (% of GDP)",2022,12.36974344
Marshall Islands,"Services, value added (% of GDP)",2022,68.70782694
Marshall Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,20.62811663
Marshall Islands,"Manufacturing, value added (% of GDP)",2022,2.486513612
Marshall Islands,"Industry (including construction), value added (% of GDP)",2022,10.31686415
Mauritania,"Services, value added (% of GDP)",2022,42.85990273
Mauritania,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,21.937089
Mauritania,"Manufacturing, value added (% of GDP)",2022,6.172263962
Mauritania,"Industry (including construction), value added (% of GDP)",2022,30.30142488
Mauritius,"Services, value added (% of GDP)",2022,65.9427445
Mauritius,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,3.557460337
Mauritius,"Manufacturing, value added (% of GDP)",2022,11.80912264
Mauritius,"Industry (including construction), value added (% of GDP)",2022,18.07792099
Mexico,"Services, value added (% of GDP)",2022,58.00985834
Mexico,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,3.905159052
Mexico,"Manufacturing, value added (% of GDP)",2022,21.48542425
Mexico,"Industry (including construction), value added (% of GDP)",2022,33.27033991
"Micronesia, Fed. Sts.","Services, value added (% of GDP)",2022,66.82472093
"Micronesia, Fed. Sts.","Agriculture, forestry, and fishing, value added (% of GDP)",2022,22.46853488
"Micronesia, Fed. Sts.","Manufacturing, value added (% of GDP)",2022,0.492209302
"Micronesia, Fed. Sts.","Industry (including construction), value added (% of GDP)",2022,4.854744186
Moldova,"Services, value added (% of GDP)",2022,58.37160529
Moldova,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,8.293261885
Moldova,"Manufacturing, value added (% of GDP)",2022,8.844161479
Moldova,"Industry (including construction), value added (% of GDP)",2022,19.41539644
Monaco,"Services, value added (% of GDP)",2022,87.68087274
Monaco,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Monaco,"Manufacturing, value added (% of GDP)",2022,
Monaco,"Industry (including construction), value added (% of GDP)",2022,12.31912726
Mongolia,"Services, value added (% of GDP)",2022,40.97632842
Mongolia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,13.0278534
Mongolia,"Manufacturing, value added (% of GDP)",2022,7.117164595
Mongolia,"Industry (including construction), value added (% of GDP)",2022,35.31221757
Montenegro,"Services, value added (% of GDP)",2022,61.50854032
Montenegro,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,6.043989063
Montenegro,"Manufacturing, value added (% of GDP)",2022,3.907297378
Montenegro,"Industry (including construction), value added (% of GDP)",2022,12.96530497
Morocco,"Services, value added (% of GDP)",2022,54.47728766
Morocco,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,10.3315546
Morocco,"Manufacturing, value added (% of GDP)",2022,15.01678748
Morocco,"Industry (including construction), value added (% of GDP)",2022,25.47712377
Mozambique,"Services, value added (% of GDP)",2022,40.56183337
Mozambique,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,26.72629298
Mozambique,"Manufacturing, value added (% of GDP)",2022,8.505871975
Mozambique,"Industry (including construction), value added (% of GDP)",2022,22.7877367
Myanmar,"Services, value added (% of GDP)",2022,39.41851416
Myanmar,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,22.33435008
Myanmar,"Manufacturing, value added (% of GDP)",2022,25.55955544
Myanmar,"Industry (including construction), value added (% of GDP)",2022,38.24713577
Namibia,"Services, value added (% of GDP)",2022,55.47098226
Namibia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,8.759622822
Namibia,"Manufacturing, value added (% of GDP)",2022,11.10914033
Namibia,"Industry (including construction), value added (% of GDP)",2022,27.07307505
Nauru,"Services, value added (% of GDP)",2022,
Nauru,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Nauru,"Manufacturing, value added (% of GDP)",2022,
Nauru,"Industry (including construction), value added (% of GDP)",2022,
Nepal,"Services, value added (% of GDP)",2022,52.42505444
Nepal,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,20.91436998
Nepal,"Manufacturing, value added (% of GDP)",2022,4.832071914
Nepal,"Industry (including construction), value added (% of GDP)",2022,12.18122847
Netherlands,"Services, value added (% of GDP)",2022,68.68412569
Netherlands,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.504983053
Netherlands,"Manufacturing, value added (% of GDP)",2022,11.41162319
Netherlands,"Industry (including construction), value added (% of GDP)",2022,19.50927913
New Caledonia,"Services, value added (% of GDP)",2022,
New Caledonia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
New Caledonia,"Manufacturing, value added (% of GDP)",2022,
New Caledonia,"Industry (including construction), value added (% of GDP)",2022,
New Zealand,"Services, value added (% of GDP)",2022,
New Zealand,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
New Zealand,"Manufacturing, value added (% of GDP)",2022,
New Zealand,"Industry (including construction), value added (% of GDP)",2022,
Nicaragua,"Services, value added (% of GDP)",2022,46.36126904
Nicaragua,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,16.52363955
Nicaragua,"Manufacturing, value added (% of GDP)",2022,13.94826088
Nicaragua,"Industry (including construction), value added (% of GDP)",2022,26.14421693
Niger,"Services, value added (% of GDP)",2022,34.46966561
Niger,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,41.35051636
Niger,"Manufacturing, value added (% of GDP)",2022,6.99386025
Niger,"Industry (including construction), value added (% of GDP)",2022,18.88851252
Nigeria,"Services, value added (% of GDP)",2022,44.0357677
Nigeria,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,23.69187184
Nigeria,"Manufacturing, value added (% of GDP)",2022,13.59351333
Nigeria,"Industry (including construction), value added (% of GDP)",2022,30.77556872
North Macedonia,"Services, value added (% of GDP)",2022,56.82065789
North Macedonia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,7.405050919
North Macedonia,"Manufacturing, value added (% of GDP)",2022,12.62928925
North Macedonia,"Industry (including construction), value added (% of GDP)",2022,22.23084116
Northern Mariana Islands,"Services, value added (% of GDP)",2022,
Northern Mariana Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Northern Mariana Islands,"Manufacturing, value added (% of GDP)",2022,
Northern Mariana Islands,"Industry (including construction), value added (% of GDP)",2022,
Norway,"Services, value added (% of GDP)",2022,41.74494892
Norway,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.654044452
Norway,"Manufacturing, value added (% of GDP)",2022,4.935329763
Norway,"Industry (including construction), value added (% of GDP)",2022,49.158192
Oman,"Services, value added (% of GDP)",2022,44.4832795
Oman,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.840796923
Oman,"Manufacturing, value added (% of GDP)",2022,10.49612607
Oman,"Industry (including construction), value added (% of GDP)",2022,56.9789701
Pakistan,"Services, value added (% of GDP)",2022,52.21604242
Pakistan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,22.34804221
Pakistan,"Manufacturing, value added (% of GDP)",2022,13.76278385
Pakistan,"Industry (including construction), value added (% of GDP)",2022,20.40529705
Palau,"Services, value added (% of GDP)",2022,80.11366893
Palau,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,3.406679259
Palau,"Manufacturing, value added (% of GDP)",2022,1.102905945
Palau,"Industry (including construction), value added (% of GDP)",2022,12.34612917
Panama,"Services, value added (% of GDP)",2022,68.1480128
Panama,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,2.619447509
Panama,"Manufacturing, value added (% of GDP)",2022,4.968368919
Panama,"Industry (including construction), value added (% of GDP)",2022,26.16937047
Papua New Guinea,"Services, value added (% of GDP)",2022,39.01170354
Papua New Guinea,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,16.93195026
Papua New Guinea,"Manufacturing, value added (% of GDP)",2022,1.629378346
Papua New Guinea,"Industry (including construction), value added (% of GDP)",2022,40.34324242
Paraguay,"Services, value added (% of GDP)",2022,47.7418135
Paraguay,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,10.89748045
Paraguay,"Manufacturing, value added (% of GDP)",2022,19.50253861
Paraguay,"Industry (including construction), value added (% of GDP)",2022,34.25396576
Peru,"Services, value added (% of GDP)",2022,49.60759693
Peru,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,7.147352932
Peru,"Manufacturing, value added (% of GDP)",2022,12.44899924
Peru,"Industry (including construction), value added (% of GDP)",2022,35.00569643
Philippines,"Services, value added (% of GDP)",2022,61.22699202
Philippines,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,9.551768044
Philippines,"Manufacturing, value added (% of GDP)",2022,17.22937941
Philippines,"Industry (including construction), value added (% of GDP)",2022,29.22123994
Poland,"Services, value added (% of GDP)",2022,57.2601192
Poland,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,2.802102772
Poland,"Manufacturing, value added (% of GDP)",2022,17.81112125
Poland,"Industry (including construction), value added (% of GDP)",2022,29.05566479
Portugal,"Services, value added (% of GDP)",2022,66.0928537
Portugal,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.854789542
Portugal,"Manufacturing, value added (% of GDP)",2022,12.24699133
Portugal,"Industry (including construction), value added (% of GDP)",2022,18.62083279
Puerto Rico,"Services, value added (% of GDP)",2022,49.53903944
Puerto Rico,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,0.666301538
Puerto Rico,"Manufacturing, value added (% of GDP)",2022,46.13330257
Puerto Rico,"Industry (including construction), value added (% of GDP)",2022,49.41356307
Qatar,"Services, value added (% of GDP)",2022,38.53143843
Qatar,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,0.256493154
Qatar,"Manufacturing, value added (% of GDP)",2022,9.282983716
Qatar,"Industry (including construction), value added (% of GDP)",2022,65.3578678
Romania,"Services, value added (% of GDP)",2022,59.78909268
Romania,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,3.795267034
Romania,"Manufacturing, value added (% of GDP)",2022,15.47160322
Romania,"Industry (including construction), value added (% of GDP)",2022,28.16706716
Russian Federation,"Services, value added (% of GDP)",2022,54.7600556
Russian Federation,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,3.820767644
Russian Federation,"Manufacturing, value added (% of GDP)",2022,12.61001154
Russian Federation,"Industry (including construction), value added (% of GDP)",2022,32.09553657
Rwanda,"Services, value added (% of GDP)",2022,46.468562
Rwanda,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,24.88697499
Rwanda,"Manufacturing, value added (% of GDP)",2022,9.901615561
Rwanda,"Industry (including construction), value added (% of GDP)",2022,21.26953324
Samoa,"Services, value added (% of GDP)",2022,70.48916648
Samoa,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,9.992649875
Samoa,"Manufacturing, value added (% of GDP)",2022,4.917229646
Samoa,"Industry (including construction), value added (% of GDP)",2022,11.42476079
San Marino,"Services, value added (% of GDP)",2022,
San Marino,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
San Marino,"Manufacturing, value added (% of GDP)",2022,
San Marino,"Industry (including construction), value added (% of GDP)",2022,
Sao Tome and Principe,"Services, value added (% of GDP)",2022,79.00991659
Sao Tome and Principe,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,13.87474554
Sao Tome and Principe,"Manufacturing, value added (% of GDP)",2022,0.736515068
Sao Tome and Principe,"Industry (including construction), value added (% of GDP)",2022,4.360241448
Saudi Arabia,"Services, value added (% of GDP)",2022,39.8624488
Saudi Arabia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,2.40492088
Saudi Arabia,"Manufacturing, value added (% of GDP)",2022,14.43587579
Saudi Arabia,"Industry (including construction), value added (% of GDP)",2022,53.13661329
Senegal,"Services, value added (% of GDP)",2022,49.74105983
Senegal,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,16.34097632
Senegal,"Manufacturing, value added (% of GDP)",2022,15.36290688
Senegal,"Industry (including construction), value added (% of GDP)",2022,24.78759767
Serbia,"Services, value added (% of GDP)",2022,51.99246672
Serbia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,6.459893678
Serbia,"Manufacturing, value added (% of GDP)",2022,13.51176249
Serbia,"Industry (including construction), value added (% of GDP)",2022,25.57088922
Seychelles,"Services, value added (% of GDP)",2022,70.8728971
Seychelles,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,2.590908534
Seychelles,"Manufacturing, value added (% of GDP)",2022,5.471715642
Seychelles,"Industry (including construction), value added (% of GDP)",2022,11.70970332
Sierra Leone,"Services, value added (% of GDP)",2022,28.87567586
Sierra Leone,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,60.44611346
Sierra Leone,"Manufacturing, value added (% of GDP)",2022,1.785496966
Sierra Leone,"Industry (including construction), value added (% of GDP)",2022,6.549140284
Singapore,"Services, value added (% of GDP)",2022,71.59891355
Singapore,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,0.026526766
Singapore,"Manufacturing, value added (% of GDP)",2022,19.72325438
Singapore,"Industry (including construction), value added (% of GDP)",2022,23.74660667
Sint Maarten (Dutch part),"Services, value added (% of GDP)",2022,
Sint Maarten (Dutch part),"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Sint Maarten (Dutch part),"Manufacturing, value added (% of GDP)",2022,
Sint Maarten (Dutch part),"Industry (including construction), value added (% of GDP)",2022,
Slovak Republic,"Services, value added (% of GDP)",2022,60.971041
Slovak Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.882489077
Slovak Republic,"Manufacturing, value added (% of GDP)",2022,18.14675182
Slovak Republic,"Industry (including construction), value added (% of GDP)",2022,26.33248051
Slovenia,"Services, value added (% of GDP)",2022,58.03596439
Slovenia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.837021733
Slovenia,"Manufacturing, value added (% of GDP)",2022,19.87036014
Slovenia,"Industry (including construction), value added (% of GDP)",2022,28.13757419
Solomon Islands,"Services, value added (% of GDP)",2022,47.32396571
Solomon Islands,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,33.75552859
Solomon Islands,"Manufacturing, value added (% of GDP)",2022,8.207757642
Solomon Islands,"Industry (including construction), value added (% of GDP)",2022,18.65669889
Somalia,"Services, value added (% of GDP)",2022,
Somalia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Somalia,"Manufacturing, value added (% of GDP)",2022,
Somalia,"Industry (including construction), value added (% of GDP)",2022,
South Africa,"Services, value added (% of GDP)",2022,62.29666355
South Africa,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,2.830275131
South Africa,"Manufacturing, value added (% of GDP)",2022,12.26695207
South Africa,"Industry (including construction), value added (% of GDP)",2022,24.67713681
South Sudan,"Services, value added (% of GDP)",2022,
South Sudan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
South Sudan,"Manufacturing, value added (% of GDP)",2022,
South Sudan,"Industry (including construction), value added (% of GDP)",2022,
Spain,"Services, value added (% of GDP)",2022,67.89888716
Spain,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,2.338349511
Spain,"Manufacturing, value added (% of GDP)",2022,11.40482941
Spain,"Industry (including construction), value added (% of GDP)",2022,20.79462142
Sri Lanka,"Services, value added (% of GDP)",2022,57.01465561
Sri Lanka,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,8.497091417
Sri Lanka,"Manufacturing, value added (% of GDP)",2022,19.65303956
Sri Lanka,"Industry (including construction), value added (% of GDP)",2022,29.80868699
St. Kitts and Nevis,"Services, value added (% of GDP)",2022,65.09777875
St. Kitts and Nevis,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.186100398
St. Kitts and Nevis,"Manufacturing, value added (% of GDP)",2022,4.404006249
St. Kitts and Nevis,"Industry (including construction), value added (% of GDP)",2022,21.75058305
St. Lucia,"Services, value added (% of GDP)",2022,76.16150168
St. Lucia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.513116254
St. Lucia,"Manufacturing, value added (% of GDP)",2022,2.112357699
St. Lucia,"Industry (including construction), value added (% of GDP)",2022,8.770859355
St. Martin (French part),"Services, value added (% of GDP)",2022,
St. Martin (French part),"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
St. Martin (French part),"Manufacturing, value added (% of GDP)",2022,
St. Martin (French part),"Industry (including construction), value added (% of GDP)",2022,
St. Vincent and the Grenadines,"Services, value added (% of GDP)",2022,64.5495549
St. Vincent and the Grenadines,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,4.577069434
St. Vincent and the Grenadines,"Manufacturing, value added (% of GDP)",2022,3.390648891
St. Vincent and the Grenadines,"Industry (including construction), value added (% of GDP)",2022,13.96190119
Sudan,"Services, value added (% of GDP)",2022,6.448067674
Sudan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,5.031292662
Sudan,"Manufacturing, value added (% of GDP)",2022,
Sudan,"Industry (including construction), value added (% of GDP)",2022,4.871401746
Suriname,"Services, value added (% of GDP)",2022,44.65102266
Suriname,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,8.058740321
Suriname,"Manufacturing, value added (% of GDP)",2022,28.97687922
Suriname,"Industry (including construction), value added (% of GDP)",2022,44.76932609
Sweden,"Services, value added (% of GDP)",2022,63.60839922
Sweden,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.466905332
Sweden,"Manufacturing, value added (% of GDP)",2022,13.41040209
Sweden,"Industry (including construction), value added (% of GDP)",2022,23.95072905
Switzerland,"Services, value added (% of GDP)",2022,71.78913327
Switzerland,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,0.614574943
Switzerland,"Manufacturing, value added (% of GDP)",2022,18.4049659
Switzerland,"Industry (including construction), value added (% of GDP)",2022,24.87466743
Syrian Arab Republic,"Services, value added (% of GDP)",2022,
Syrian Arab Republic,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Syrian Arab Republic,"Manufacturing, value added (% of GDP)",2022,
Syrian Arab Republic,"Industry (including construction), value added (% of GDP)",2022,
Tajikistan,"Services, value added (% of GDP)",2022,34.11052642
Tajikistan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,22.9348537
Tajikistan,"Manufacturing, value added (% of GDP)",2022,15.14066899
Tajikistan,"Industry (including construction), value added (% of GDP)",2022,34.70258086
Tanzania,"Services, value added (% of GDP)",2022,30.52498168
Tanzania,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,24.37437976
Tanzania,"Manufacturing, value added (% of GDP)",2022,8.183102341
Tanzania,"Industry (including construction), value added (% of GDP)",2022,27.68481118
Thailand,"Services, value added (% of GDP)",2022,56.12326839
Thailand,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,8.724638574
Thailand,"Manufacturing, value added (% of GDP)",2022,27.05149006
Thailand,"Industry (including construction), value added (% of GDP)",2022,35.15209303
Timor-Leste,"Services, value added (% of GDP)",2022,37.18980215
Timor-Leste,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,10.22984611
Timor-Leste,"Manufacturing, value added (% of GDP)",2022,1.292118301
Timor-Leste,"Industry (including construction), value added (% of GDP)",2022,53.7540241
Togo,"Services, value added (% of GDP)",2022,51.07843926
Togo,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,18.70014267
Togo,"Manufacturing, value added (% of GDP)",2022,12.61904435
Togo,"Industry (including construction), value added (% of GDP)",2022,20.14113611
Tonga,"Services, value added (% of GDP)",2022,
Tonga,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,
Tonga,"Manufacturing, value added (% of GDP)",2022,
Tonga,"Industry (including construction), value added (% of GDP)",2022,
Trinidad and Tobago,"Services, value added (% of GDP)",2022,47.84531493
Trinidad and Tobago,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,1.076958443
Trinidad and Tobago,"Manufacturing, value added (% of GDP)",2022,22.24170296
Trinidad and Tobago,"Industry (including construction), value added (% of GDP)",2022,48.94130627
Tunisia,"Services, value added (% of GDP)",2022,61.56881047
Tunisia,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,10.79588515
Tunisia,"Manufacturing, value added (% of GDP)",2022,15.61650882
Tunisia,"Industry (including construction), value added (% of GDP)",2022,24.8650984
Turkiye,"Services, value added (% of GDP)",2022,51.73761542
Turkiye,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,6.476925804
Turkiye,"Manufacturing, value added (% of GDP)",2022,22.10864837
Turkiye,"Industry (including construction), value added (% of GDP)",2022,31.29376741
Turkmenistan,"Services, value added (% of GDP)",2022,47.81303689
Turkmenistan,"Agriculture, forestry, and fishing, value added (% of GDP)",2022,11.60838807
Turkmenistan,"Manufacturing, value added (% of GDP)",2022,
Turkmenistan,"Industry (including construction), value added (% of GDP)",2022,40.57857504
Turks and Caicos Islands,"Services, value added (% of GDP)",2022,
